"microorganism"	"antibiotic"
"Pseudomonas panipatensis"	"Spiramycin"
"Pseudomonas panipatensis"	"Tedizolid"
"Pseudomonas panipatensis"	"Teicoplanin"
"Pseudomonas panipatensis"	"Teicoplanin-macromethod"
"Pseudomonas panipatensis"	"Telavancin"
"Pseudomonas panipatensis"	"Telithromycin"
"Pseudomonas panipatensis"	"Thiacetazone"
"Pseudomonas panipatensis"	"Troleandomycin"
"Pseudomonas panipatensis"	"Vancomycin"
"Pseudomonas parafulva"	"Avoparcin"
"Pseudomonas parafulva"	"Azithromycin"
"Pseudomonas parafulva"	"Cefacetrile"
"Pseudomonas parafulva"	"Cefaclor"
"Pseudomonas parafulva"	"Cefadroxil"
"Pseudomonas parafulva"	"Cefaloridine"
"Pseudomonas parafulva"	"Cefamandole"
"Pseudomonas parafulva"	"Cefatrizine"
"Pseudomonas parafulva"	"Cefazedone"
"Pseudomonas parafulva"	"Cefazolin"
"Pseudomonas parafulva"	"Cefmetazole"
"Pseudomonas parafulva"	"Cefonicid"
"Pseudomonas parafulva"	"Ceforanide"
"Pseudomonas parafulva"	"Cefotetan"
"Pseudomonas parafulva"	"Cefotiam"
"Pseudomonas parafulva"	"Cefoxitin"
"Pseudomonas parafulva"	"Cefprozil"
"Pseudomonas parafulva"	"Cefroxadine"
"Pseudomonas parafulva"	"Ceftezole"
"Pseudomonas parafulva"	"Cefuroxime"
"Pseudomonas parafulva"	"Cephalexin"
"Pseudomonas parafulva"	"Cephalothin"
"Pseudomonas parafulva"	"Cephapirin"
"Pseudomonas parafulva"	"Cephradine"
"Pseudomonas parafulva"	"Clarithromycin"
"Pseudomonas parafulva"	"Clindamycin"
"Pseudomonas parafulva"	"Cycloserine"
"Pseudomonas parafulva"	"Dalbavancin"
"Pseudomonas parafulva"	"Dirithromycin"
"Pseudomonas parafulva"	"Erythromycin"
"Pseudomonas parafulva"	"Flurithromycin"
"Pseudomonas parafulva"	"Fusidic acid"
"Pseudomonas parafulva"	"Josamycin"
"Pseudomonas parafulva"	"Lincomycin"
"Pseudomonas parafulva"	"Linezolid"
"Pseudomonas parafulva"	"Loracarbef"
"Pseudomonas parafulva"	"Midecamycin"
"Pseudomonas parafulva"	"Miocamycin"
"Pseudomonas parafulva"	"Norvancomycin"
"Pseudomonas parafulva"	"Oleandomycin"
"Pseudomonas parafulva"	"Oritavancin"
"Pseudomonas parafulva"	"Benzylpenicillin"
"Pseudomonas parafulva"	"Pirlimycin"
"Pseudomonas parafulva"	"Pristinamycin"
"Pseudomonas parafulva"	"Quinupristin/dalfopristin"
"Pseudomonas parafulva"	"Ramoplanin"
"Pseudomonas parafulva"	"Rifampicin"
"Pseudomonas parafulva"	"Rokitamycin"
"Pseudomonas parafulva"	"Roxithromycin"
"Pseudomonas parafulva"	"Spiramycin"
"Pseudomonas parafulva"	"Tedizolid"
"Pseudomonas parafulva"	"Teicoplanin"
"Pseudomonas parafulva"	"Teicoplanin-macromethod"
"Pseudomonas parafulva"	"Telavancin"
"Pseudomonas parafulva"	"Telithromycin"
"Pseudomonas parafulva"	"Thiacetazone"
"Pseudomonas parafulva"	"Troleandomycin"
"Pseudomonas parafulva"	"Vancomycin"
"Pseudomonas paralactis"	"Avoparcin"
"Pseudomonas paralactis"	"Azithromycin"
"Pseudomonas paralactis"	"Cefacetrile"
"Pseudomonas paralactis"	"Cefaclor"
"Pseudomonas paralactis"	"Cefadroxil"
"Pseudomonas paralactis"	"Cefaloridine"
"Pseudomonas paralactis"	"Cefamandole"
"Pseudomonas paralactis"	"Cefatrizine"
"Pseudomonas paralactis"	"Cefazedone"
"Pseudomonas paralactis"	"Cefazolin"
"Pseudomonas paralactis"	"Cefmetazole"
"Pseudomonas paralactis"	"Cefonicid"
"Pseudomonas paralactis"	"Ceforanide"
"Pseudomonas paralactis"	"Cefotetan"
"Pseudomonas paralactis"	"Cefotiam"
"Pseudomonas paralactis"	"Cefoxitin"
"Pseudomonas paralactis"	"Cefprozil"
"Pseudomonas paralactis"	"Cefroxadine"
"Pseudomonas paralactis"	"Ceftezole"
"Pseudomonas paralactis"	"Cefuroxime"
"Pseudomonas paralactis"	"Cephalexin"
"Pseudomonas paralactis"	"Cephalothin"
"Pseudomonas paralactis"	"Cephapirin"
"Pseudomonas paralactis"	"Cephradine"
"Pseudomonas paralactis"	"Clarithromycin"
"Pseudomonas paralactis"	"Clindamycin"
"Pseudomonas paralactis"	"Cycloserine"
"Pseudomonas paralactis"	"Dalbavancin"
"Pseudomonas paralactis"	"Dirithromycin"
"Pseudomonas paralactis"	"Erythromycin"
"Pseudomonas paralactis"	"Flurithromycin"
"Pseudomonas paralactis"	"Fusidic acid"
"Pseudomonas paralactis"	"Josamycin"
"Pseudomonas paralactis"	"Lincomycin"
"Pseudomonas paralactis"	"Linezolid"
"Pseudomonas paralactis"	"Loracarbef"
"Pseudomonas paralactis"	"Midecamycin"
"Pseudomonas paralactis"	"Miocamycin"
"Pseudomonas paralactis"	"Norvancomycin"
"Pseudomonas paralactis"	"Oleandomycin"
"Pseudomonas paralactis"	"Oritavancin"
"Pseudomonas paralactis"	"Benzylpenicillin"
"Pseudomonas paralactis"	"Pirlimycin"
"Pseudomonas paralactis"	"Pristinamycin"
"Pseudomonas paralactis"	"Quinupristin/dalfopristin"
"Pseudomonas paralactis"	"Ramoplanin"
"Pseudomonas paralactis"	"Rifampicin"
"Pseudomonas paralactis"	"Rokitamycin"
"Pseudomonas paralactis"	"Roxithromycin"
"Pseudomonas paralactis"	"Spiramycin"
"Pseudomonas paralactis"	"Tedizolid"
"Pseudomonas paralactis"	"Teicoplanin"
"Pseudomonas paralactis"	"Teicoplanin-macromethod"
"Pseudomonas paralactis"	"Telavancin"
"Pseudomonas paralactis"	"Telithromycin"
"Pseudomonas paralactis"	"Thiacetazone"
"Pseudomonas paralactis"	"Troleandomycin"
"Pseudomonas paralactis"	"Vancomycin"
"Pseudomonas pelagia"	"Avoparcin"
"Pseudomonas pelagia"	"Azithromycin"
"Pseudomonas pelagia"	"Cefacetrile"
"Pseudomonas pelagia"	"Cefaclor"
"Pseudomonas pelagia"	"Cefadroxil"
"Pseudomonas pelagia"	"Cefaloridine"
"Pseudomonas pelagia"	"Cefamandole"
"Pseudomonas pelagia"	"Cefatrizine"
"Pseudomonas pelagia"	"Cefazedone"
"Pseudomonas pelagia"	"Cefazolin"
"Pseudomonas pelagia"	"Cefmetazole"
"Pseudomonas pelagia"	"Cefonicid"
"Pseudomonas pelagia"	"Ceforanide"
"Pseudomonas pelagia"	"Cefotetan"
"Pseudomonas pelagia"	"Cefotiam"
"Pseudomonas pelagia"	"Cefoxitin"
"Pseudomonas pelagia"	"Cefprozil"
"Pseudomonas pelagia"	"Cefroxadine"
"Pseudomonas pelagia"	"Ceftezole"
"Pseudomonas pelagia"	"Cefuroxime"
"Pseudomonas pelagia"	"Cephalexin"
"Pseudomonas pelagia"	"Cephalothin"
"Pseudomonas pelagia"	"Cephapirin"
"Pseudomonas pelagia"	"Cephradine"
"Pseudomonas pelagia"	"Clarithromycin"
"Pseudomonas pelagia"	"Clindamycin"
"Pseudomonas pelagia"	"Cycloserine"
"Pseudomonas pelagia"	"Dalbavancin"
"Pseudomonas pelagia"	"Dirithromycin"
"Pseudomonas pelagia"	"Erythromycin"
"Pseudomonas pelagia"	"Flurithromycin"
"Pseudomonas pelagia"	"Fusidic acid"
"Pseudomonas pelagia"	"Josamycin"
"Pseudomonas pelagia"	"Lincomycin"
"Pseudomonas pelagia"	"Linezolid"
"Pseudomonas pelagia"	"Loracarbef"
"Pseudomonas pelagia"	"Midecamycin"
"Pseudomonas pelagia"	"Miocamycin"
"Pseudomonas pelagia"	"Norvancomycin"
"Pseudomonas pelagia"	"Oleandomycin"
"Pseudomonas pelagia"	"Oritavancin"
"Pseudomonas pelagia"	"Benzylpenicillin"
"Pseudomonas pelagia"	"Pirlimycin"
"Pseudomonas pelagia"	"Pristinamycin"
"Pseudomonas pelagia"	"Quinupristin/dalfopristin"
"Pseudomonas pelagia"	"Ramoplanin"
"Pseudomonas pelagia"	"Rifampicin"
"Pseudomonas pelagia"	"Rokitamycin"
"Pseudomonas pelagia"	"Roxithromycin"
"Pseudomonas pelagia"	"Spiramycin"
"Pseudomonas pelagia"	"Tedizolid"
"Pseudomonas pelagia"	"Teicoplanin"
"Pseudomonas pelagia"	"Teicoplanin-macromethod"
"Pseudomonas pelagia"	"Telavancin"
"Pseudomonas pelagia"	"Telithromycin"
"Pseudomonas pelagia"	"Thiacetazone"
"Pseudomonas pelagia"	"Troleandomycin"
"Pseudomonas pelagia"	"Vancomycin"
"Pseudomonas peli"	"Avoparcin"
"Pseudomonas peli"	"Azithromycin"
"Pseudomonas peli"	"Cefacetrile"
"Pseudomonas peli"	"Cefaclor"
"Pseudomonas peli"	"Cefadroxil"
"Pseudomonas peli"	"Cefaloridine"
"Pseudomonas peli"	"Cefamandole"
"Pseudomonas peli"	"Cefatrizine"
"Pseudomonas peli"	"Cefazedone"
"Pseudomonas peli"	"Cefazolin"
"Pseudomonas peli"	"Cefmetazole"
"Pseudomonas peli"	"Cefonicid"
"Pseudomonas peli"	"Ceforanide"
"Pseudomonas peli"	"Cefotetan"
"Pseudomonas peli"	"Cefotiam"
"Pseudomonas peli"	"Cefoxitin"
"Pseudomonas peli"	"Cefprozil"
"Pseudomonas peli"	"Cefroxadine"
"Pseudomonas peli"	"Ceftezole"
"Pseudomonas peli"	"Cefuroxime"
"Pseudomonas peli"	"Cephalexin"
"Pseudomonas peli"	"Cephalothin"
"Pseudomonas peli"	"Cephapirin"
"Pseudomonas peli"	"Cephradine"
"Pseudomonas peli"	"Clarithromycin"
"Pseudomonas peli"	"Clindamycin"
"Pseudomonas peli"	"Cycloserine"
"Pseudomonas peli"	"Dalbavancin"
"Pseudomonas peli"	"Dirithromycin"
"Pseudomonas peli"	"Erythromycin"
"Pseudomonas peli"	"Flurithromycin"
"Pseudomonas peli"	"Fusidic acid"
"Pseudomonas peli"	"Josamycin"
"Pseudomonas peli"	"Lincomycin"
"Pseudomonas peli"	"Linezolid"
"Pseudomonas peli"	"Loracarbef"
"Pseudomonas peli"	"Midecamycin"
"Pseudomonas peli"	"Miocamycin"
"Pseudomonas peli"	"Norvancomycin"
"Pseudomonas peli"	"Oleandomycin"
"Pseudomonas peli"	"Oritavancin"
"Pseudomonas peli"	"Benzylpenicillin"
"Pseudomonas peli"	"Pirlimycin"
"Pseudomonas peli"	"Pristinamycin"
"Pseudomonas peli"	"Quinupristin/dalfopristin"
"Pseudomonas peli"	"Ramoplanin"
"Pseudomonas peli"	"Rifampicin"
"Pseudomonas peli"	"Rokitamycin"
"Pseudomonas peli"	"Roxithromycin"
"Pseudomonas peli"	"Spiramycin"
"Pseudomonas peli"	"Tedizolid"
"Pseudomonas peli"	"Teicoplanin"
"Pseudomonas peli"	"Teicoplanin-macromethod"
"Pseudomonas peli"	"Telavancin"
"Pseudomonas peli"	"Telithromycin"
"Pseudomonas peli"	"Thiacetazone"
"Pseudomonas peli"	"Troleandomycin"
"Pseudomonas peli"	"Vancomycin"
"Pseudomonas pertucinogena"	"Avoparcin"
"Pseudomonas pertucinogena"	"Azithromycin"
"Pseudomonas pertucinogena"	"Cefacetrile"
"Pseudomonas pertucinogena"	"Cefaclor"
"Pseudomonas pertucinogena"	"Cefadroxil"
"Pseudomonas pertucinogena"	"Cefaloridine"
"Pseudomonas pertucinogena"	"Cefamandole"
"Pseudomonas pertucinogena"	"Cefatrizine"
"Pseudomonas pertucinogena"	"Cefazedone"
"Pseudomonas pertucinogena"	"Cefazolin"
"Pseudomonas pertucinogena"	"Cefmetazole"
"Pseudomonas pertucinogena"	"Cefonicid"
"Pseudomonas pertucinogena"	"Ceforanide"
"Pseudomonas pertucinogena"	"Cefotetan"
"Pseudomonas pertucinogena"	"Cefotiam"
"Pseudomonas pertucinogena"	"Cefoxitin"
"Pseudomonas pertucinogena"	"Cefprozil"
"Pseudomonas pertucinogena"	"Cefroxadine"
"Pseudomonas pertucinogena"	"Ceftezole"
"Pseudomonas pertucinogena"	"Cefuroxime"
"Pseudomonas pertucinogena"	"Cephalexin"
"Pseudomonas pertucinogena"	"Cephalothin"
"Pseudomonas pertucinogena"	"Cephapirin"
"Pseudomonas pertucinogena"	"Cephradine"
"Pseudomonas pertucinogena"	"Clarithromycin"
"Pseudomonas pertucinogena"	"Clindamycin"
"Pseudomonas pertucinogena"	"Cycloserine"
"Pseudomonas pertucinogena"	"Dalbavancin"
"Pseudomonas pertucinogena"	"Dirithromycin"
"Pseudomonas pertucinogena"	"Erythromycin"
"Pseudomonas pertucinogena"	"Flurithromycin"
"Pseudomonas pertucinogena"	"Fusidic acid"
"Pseudomonas pertucinogena"	"Josamycin"
"Pseudomonas pertucinogena"	"Lincomycin"
"Pseudomonas pertucinogena"	"Linezolid"
"Pseudomonas pertucinogena"	"Loracarbef"
"Pseudomonas pertucinogena"	"Midecamycin"
"Pseudomonas pertucinogena"	"Miocamycin"
"Pseudomonas pertucinogena"	"Norvancomycin"
"Pseudomonas pertucinogena"	"Oleandomycin"
"Pseudomonas pertucinogena"	"Oritavancin"
"Pseudomonas pertucinogena"	"Benzylpenicillin"
"Pseudomonas pertucinogena"	"Pirlimycin"
"Pseudomonas pertucinogena"	"Pristinamycin"
"Pseudomonas pertucinogena"	"Quinupristin/dalfopristin"
"Pseudomonas pertucinogena"	"Ramoplanin"
"Pseudomonas pertucinogena"	"Rifampicin"
"Pseudomonas pertucinogena"	"Rokitamycin"
"Pseudomonas pertucinogena"	"Roxithromycin"
"Pseudomonas pertucinogena"	"Spiramycin"
"Pseudomonas pertucinogena"	"Tedizolid"
"Pseudomonas pertucinogena"	"Teicoplanin"
"Pseudomonas pertucinogena"	"Teicoplanin-macromethod"
"Pseudomonas pertucinogena"	"Telavancin"
"Pseudomonas pertucinogena"	"Telithromycin"
"Pseudomonas pertucinogena"	"Thiacetazone"
"Pseudomonas pertucinogena"	"Troleandomycin"
"Pseudomonas pertucinogena"	"Vancomycin"
"Pseudomonas pharmacofabricae"	"Avoparcin"
"Pseudomonas pharmacofabricae"	"Azithromycin"
"Pseudomonas pharmacofabricae"	"Cefacetrile"
"Pseudomonas pharmacofabricae"	"Cefaclor"
"Pseudomonas pharmacofabricae"	"Cefadroxil"
"Pseudomonas pharmacofabricae"	"Cefaloridine"
"Pseudomonas pharmacofabricae"	"Cefamandole"
"Pseudomonas pharmacofabricae"	"Cefatrizine"
"Pseudomonas pharmacofabricae"	"Cefazedone"
"Pseudomonas pharmacofabricae"	"Cefazolin"
"Pseudomonas pharmacofabricae"	"Cefmetazole"
"Pseudomonas pharmacofabricae"	"Cefonicid"
"Pseudomonas pharmacofabricae"	"Ceforanide"
"Pseudomonas pharmacofabricae"	"Cefotetan"
"Pseudomonas pharmacofabricae"	"Cefotiam"
"Pseudomonas pharmacofabricae"	"Cefoxitin"
"Pseudomonas pharmacofabricae"	"Cefprozil"
"Pseudomonas pharmacofabricae"	"Cefroxadine"
"Pseudomonas pharmacofabricae"	"Ceftezole"
"Pseudomonas pharmacofabricae"	"Cefuroxime"
"Pseudomonas pharmacofabricae"	"Cephalexin"
"Pseudomonas pharmacofabricae"	"Cephalothin"
"Pseudomonas pharmacofabricae"	"Cephapirin"
"Pseudomonas pharmacofabricae"	"Cephradine"
"Pseudomonas pharmacofabricae"	"Clarithromycin"
"Pseudomonas pharmacofabricae"	"Clindamycin"
"Pseudomonas pharmacofabricae"	"Cycloserine"
"Pseudomonas pharmacofabricae"	"Dalbavancin"
"Pseudomonas pharmacofabricae"	"Dirithromycin"
"Pseudomonas pharmacofabricae"	"Erythromycin"
"Pseudomonas pharmacofabricae"	"Flurithromycin"
"Pseudomonas pharmacofabricae"	"Fusidic acid"
"Pseudomonas pharmacofabricae"	"Josamycin"
"Pseudomonas pharmacofabricae"	"Lincomycin"
"Pseudomonas pharmacofabricae"	"Linezolid"
"Pseudomonas pharmacofabricae"	"Loracarbef"
"Pseudomonas pharmacofabricae"	"Midecamycin"
"Pseudomonas pharmacofabricae"	"Miocamycin"
"Pseudomonas pharmacofabricae"	"Norvancomycin"
"Pseudomonas pharmacofabricae"	"Oleandomycin"
"Pseudomonas pharmacofabricae"	"Oritavancin"
"Pseudomonas pharmacofabricae"	"Benzylpenicillin"
"Pseudomonas pharmacofabricae"	"Pirlimycin"
"Pseudomonas pharmacofabricae"	"Pristinamycin"
"Pseudomonas pharmacofabricae"	"Quinupristin/dalfopristin"
"Pseudomonas pharmacofabricae"	"Ramoplanin"
"Pseudomonas pharmacofabricae"	"Rifampicin"
"Pseudomonas pharmacofabricae"	"Rokitamycin"
"Pseudomonas pharmacofabricae"	"Roxithromycin"
"Pseudomonas pharmacofabricae"	"Spiramycin"
"Pseudomonas pharmacofabricae"	"Tedizolid"
"Pseudomonas pharmacofabricae"	"Teicoplanin"
"Pseudomonas pharmacofabricae"	"Teicoplanin-macromethod"
"Pseudomonas pharmacofabricae"	"Telavancin"
"Pseudomonas pharmacofabricae"	"Telithromycin"
"Pseudomonas pharmacofabricae"	"Thiacetazone"
"Pseudomonas pharmacofabricae"	"Troleandomycin"
"Pseudomonas pharmacofabricae"	"Vancomycin"
"Pseudomonas plecoglossicida"	"Avoparcin"
"Pseudomonas plecoglossicida"	"Azithromycin"
"Pseudomonas plecoglossicida"	"Cefacetrile"
"Pseudomonas plecoglossicida"	"Cefaclor"
"Pseudomonas plecoglossicida"	"Cefadroxil"
"Pseudomonas plecoglossicida"	"Cefaloridine"
"Pseudomonas plecoglossicida"	"Cefamandole"
"Pseudomonas plecoglossicida"	"Cefatrizine"
"Pseudomonas plecoglossicida"	"Cefazedone"
"Pseudomonas plecoglossicida"	"Cefazolin"
"Pseudomonas plecoglossicida"	"Cefmetazole"
"Pseudomonas plecoglossicida"	"Cefonicid"
"Pseudomonas plecoglossicida"	"Ceforanide"
"Pseudomonas plecoglossicida"	"Cefotetan"
"Pseudomonas plecoglossicida"	"Cefotiam"
"Pseudomonas plecoglossicida"	"Cefoxitin"
"Pseudomonas plecoglossicida"	"Cefprozil"
"Pseudomonas plecoglossicida"	"Cefroxadine"
"Pseudomonas plecoglossicida"	"Ceftezole"
"Pseudomonas plecoglossicida"	"Cefuroxime"
"Pseudomonas plecoglossicida"	"Cephalexin"
"Pseudomonas plecoglossicida"	"Cephalothin"
"Pseudomonas plecoglossicida"	"Cephapirin"
"Pseudomonas plecoglossicida"	"Cephradine"
"Pseudomonas plecoglossicida"	"Clarithromycin"
"Pseudomonas plecoglossicida"	"Clindamycin"
"Pseudomonas plecoglossicida"	"Cycloserine"
"Pseudomonas plecoglossicida"	"Dalbavancin"
"Pseudomonas plecoglossicida"	"Dirithromycin"
"Pseudomonas plecoglossicida"	"Erythromycin"
"Pseudomonas plecoglossicida"	"Flurithromycin"
"Pseudomonas plecoglossicida"	"Fusidic acid"
"Pseudomonas plecoglossicida"	"Josamycin"
"Pseudomonas plecoglossicida"	"Lincomycin"
"Pseudomonas plecoglossicida"	"Linezolid"
"Pseudomonas plecoglossicida"	"Loracarbef"
"Pseudomonas plecoglossicida"	"Midecamycin"
"Pseudomonas plecoglossicida"	"Miocamycin"
"Pseudomonas plecoglossicida"	"Norvancomycin"
"Pseudomonas plecoglossicida"	"Oleandomycin"
"Pseudomonas plecoglossicida"	"Oritavancin"
"Pseudomonas plecoglossicida"	"Benzylpenicillin"
"Pseudomonas plecoglossicida"	"Pirlimycin"
"Pseudomonas plecoglossicida"	"Pristinamycin"
"Pseudomonas plecoglossicida"	"Quinupristin/dalfopristin"
"Pseudomonas plecoglossicida"	"Ramoplanin"
"Pseudomonas plecoglossicida"	"Rifampicin"
"Pseudomonas plecoglossicida"	"Rokitamycin"
"Pseudomonas plecoglossicida"	"Roxithromycin"
"Pseudomonas plecoglossicida"	"Spiramycin"
"Pseudomonas plecoglossicida"	"Tedizolid"
"Pseudomonas plecoglossicida"	"Teicoplanin"
"Pseudomonas plecoglossicida"	"Teicoplanin-macromethod"
"Pseudomonas plecoglossicida"	"Telavancin"
"Pseudomonas plecoglossicida"	"Telithromycin"
"Pseudomonas plecoglossicida"	"Thiacetazone"
"Pseudomonas plecoglossicida"	"Troleandomycin"
"Pseudomonas plecoglossicida"	"Vancomycin"
"Pseudomonas poae"	"Avoparcin"
"Pseudomonas poae"	"Azithromycin"
"Pseudomonas poae"	"Cefacetrile"
"Pseudomonas poae"	"Cefaclor"
"Pseudomonas poae"	"Cefadroxil"
"Pseudomonas poae"	"Cefaloridine"
"Pseudomonas poae"	"Cefamandole"
"Pseudomonas poae"	"Cefatrizine"
"Pseudomonas poae"	"Cefazedone"
"Pseudomonas poae"	"Cefazolin"
"Pseudomonas poae"	"Cefmetazole"
"Pseudomonas poae"	"Cefonicid"
"Pseudomonas poae"	"Ceforanide"
"Pseudomonas poae"	"Cefotetan"
"Pseudomonas poae"	"Cefotiam"
"Pseudomonas poae"	"Cefoxitin"
"Pseudomonas poae"	"Cefprozil"
"Pseudomonas poae"	"Cefroxadine"
"Pseudomonas poae"	"Ceftezole"
"Pseudomonas poae"	"Cefuroxime"
"Pseudomonas poae"	"Cephalexin"
"Pseudomonas poae"	"Cephalothin"
"Pseudomonas poae"	"Cephapirin"
"Pseudomonas poae"	"Cephradine"
"Pseudomonas poae"	"Clarithromycin"
"Pseudomonas poae"	"Clindamycin"
"Pseudomonas poae"	"Cycloserine"
"Pseudomonas poae"	"Dalbavancin"
"Pseudomonas poae"	"Dirithromycin"
"Pseudomonas poae"	"Erythromycin"
"Pseudomonas poae"	"Flurithromycin"
"Pseudomonas poae"	"Fusidic acid"
"Pseudomonas poae"	"Josamycin"
"Pseudomonas poae"	"Lincomycin"
"Pseudomonas poae"	"Linezolid"
"Pseudomonas poae"	"Loracarbef"
"Pseudomonas poae"	"Midecamycin"
"Pseudomonas poae"	"Miocamycin"
"Pseudomonas poae"	"Norvancomycin"
"Pseudomonas poae"	"Oleandomycin"
"Pseudomonas poae"	"Oritavancin"
"Pseudomonas poae"	"Benzylpenicillin"
"Pseudomonas poae"	"Pirlimycin"
"Pseudomonas poae"	"Pristinamycin"
"Pseudomonas poae"	"Quinupristin/dalfopristin"
"Pseudomonas poae"	"Ramoplanin"
"Pseudomonas poae"	"Rifampicin"
"Pseudomonas poae"	"Rokitamycin"
"Pseudomonas poae"	"Roxithromycin"
"Pseudomonas poae"	"Spiramycin"
"Pseudomonas poae"	"Tedizolid"
"Pseudomonas poae"	"Teicoplanin"
"Pseudomonas poae"	"Teicoplanin-macromethod"
"Pseudomonas poae"	"Telavancin"
"Pseudomonas poae"	"Telithromycin"
"Pseudomonas poae"	"Thiacetazone"
"Pseudomonas poae"	"Troleandomycin"
"Pseudomonas poae"	"Vancomycin"
"Pseudomonas pohangensis"	"Avoparcin"
"Pseudomonas pohangensis"	"Azithromycin"
"Pseudomonas pohangensis"	"Cefacetrile"
"Pseudomonas pohangensis"	"Cefaclor"
"Pseudomonas pohangensis"	"Cefadroxil"
"Pseudomonas pohangensis"	"Cefaloridine"
"Pseudomonas pohangensis"	"Cefamandole"
"Pseudomonas pohangensis"	"Cefatrizine"
"Pseudomonas pohangensis"	"Cefazedone"
"Pseudomonas pohangensis"	"Cefazolin"
"Pseudomonas pohangensis"	"Cefmetazole"
"Pseudomonas pohangensis"	"Cefonicid"
"Pseudomonas pohangensis"	"Ceforanide"
"Pseudomonas pohangensis"	"Cefotetan"
"Pseudomonas pohangensis"	"Cefotiam"
"Pseudomonas pohangensis"	"Cefoxitin"
"Pseudomonas pohangensis"	"Cefprozil"
"Pseudomonas pohangensis"	"Cefroxadine"
"Pseudomonas pohangensis"	"Ceftezole"
"Pseudomonas pohangensis"	"Cefuroxime"
"Pseudomonas pohangensis"	"Cephalexin"
"Pseudomonas pohangensis"	"Cephalothin"
"Pseudomonas pohangensis"	"Cephapirin"
"Pseudomonas pohangensis"	"Cephradine"
"Pseudomonas pohangensis"	"Clarithromycin"
"Pseudomonas pohangensis"	"Clindamycin"
"Pseudomonas pohangensis"	"Cycloserine"
"Pseudomonas pohangensis"	"Dalbavancin"
"Pseudomonas pohangensis"	"Dirithromycin"
"Pseudomonas pohangensis"	"Erythromycin"
"Pseudomonas pohangensis"	"Flurithromycin"
"Pseudomonas pohangensis"	"Fusidic acid"
"Pseudomonas pohangensis"	"Josamycin"
"Pseudomonas pohangensis"	"Lincomycin"
"Pseudomonas pohangensis"	"Linezolid"
"Pseudomonas pohangensis"	"Loracarbef"
"Pseudomonas pohangensis"	"Midecamycin"
"Pseudomonas pohangensis"	"Miocamycin"
"Pseudomonas pohangensis"	"Norvancomycin"
"Pseudomonas pohangensis"	"Oleandomycin"
"Pseudomonas pohangensis"	"Oritavancin"
"Pseudomonas pohangensis"	"Benzylpenicillin"
"Pseudomonas pohangensis"	"Pirlimycin"
"Pseudomonas pohangensis"	"Pristinamycin"
"Pseudomonas pohangensis"	"Quinupristin/dalfopristin"
"Pseudomonas pohangensis"	"Ramoplanin"
"Pseudomonas pohangensis"	"Rifampicin"
"Pseudomonas pohangensis"	"Rokitamycin"
"Pseudomonas pohangensis"	"Roxithromycin"
"Pseudomonas pohangensis"	"Spiramycin"
"Pseudomonas pohangensis"	"Tedizolid"
"Pseudomonas pohangensis"	"Teicoplanin"
"Pseudomonas pohangensis"	"Teicoplanin-macromethod"
"Pseudomonas pohangensis"	"Telavancin"
"Pseudomonas pohangensis"	"Telithromycin"
"Pseudomonas pohangensis"	"Thiacetazone"
"Pseudomonas pohangensis"	"Troleandomycin"
"Pseudomonas pohangensis"	"Vancomycin"
"Pseudomonas populi"	"Avoparcin"
"Pseudomonas populi"	"Azithromycin"
"Pseudomonas populi"	"Cefacetrile"
"Pseudomonas populi"	"Cefaclor"
"Pseudomonas populi"	"Cefadroxil"
"Pseudomonas populi"	"Cefaloridine"
"Pseudomonas populi"	"Cefamandole"
"Pseudomonas populi"	"Cefatrizine"
"Pseudomonas populi"	"Cefazedone"
"Pseudomonas populi"	"Cefazolin"
"Pseudomonas populi"	"Cefmetazole"
"Pseudomonas populi"	"Cefonicid"
"Pseudomonas populi"	"Ceforanide"
"Pseudomonas populi"	"Cefotetan"
"Pseudomonas populi"	"Cefotiam"
"Pseudomonas populi"	"Cefoxitin"
"Pseudomonas populi"	"Cefprozil"
"Pseudomonas populi"	"Cefroxadine"
"Pseudomonas populi"	"Ceftezole"
"Pseudomonas populi"	"Cefuroxime"
"Pseudomonas populi"	"Cephalexin"
"Pseudomonas populi"	"Cephalothin"
"Pseudomonas populi"	"Cephapirin"
"Pseudomonas populi"	"Cephradine"
"Pseudomonas populi"	"Clarithromycin"
"Pseudomonas populi"	"Clindamycin"
"Pseudomonas populi"	"Cycloserine"
"Pseudomonas populi"	"Dalbavancin"
"Pseudomonas populi"	"Dirithromycin"
"Pseudomonas populi"	"Erythromycin"
"Pseudomonas populi"	"Flurithromycin"
"Pseudomonas populi"	"Fusidic acid"
"Pseudomonas populi"	"Josamycin"
"Pseudomonas populi"	"Lincomycin"
"Pseudomonas populi"	"Linezolid"
"Pseudomonas populi"	"Loracarbef"
"Pseudomonas populi"	"Midecamycin"
"Pseudomonas populi"	"Miocamycin"
"Pseudomonas populi"	"Norvancomycin"
