"guideline"	"type"	"host"	"method"	"site"	"mo"	"rank_index"	"ab"	"ref_tbl"	"disk_dose"	"breakpoint_S"	"breakpoint_R"	"uti"	"is_SDD"
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCNST"	3	"GEN"	"M45 Table 10"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCNST"	3	"MNO"	"M45 Table 10"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCNST"	3	"PEN"	"M45 Table 10"		8		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCTBC"	3	"AMP"	"M45 Table 9"		8		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCTBC"	3	"CLI"	"M45 Table 9"		0.5	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCTBC"	3	"DAP"	"M45 Table 9"		4		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCTBC"	3	"ERY"	"M45 Table 9"		0.5	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCTBC"	3	"GEN"	"M45 Table 9"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCTBC"	3	"IPM"	"M45 Table 9"		0.5	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCTBC"	3	"LNZ"	"M45 Table 9"		4		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCTBC"	3	"PEN"	"M45 Table 9"		8		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCTBC"	3	"VAN"	"M45 Table 9"		2	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LISTR_MNCY"	2	"AMP"	"M45 Table 11"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LISTR_MNCY"	2	"PEN"	"M45 Table 11"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LISTR_MNCY"	2	"SXT"	"M45 Table 11"		0.5	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_MRXLL_CTRR"	2	"AMC"	"M45 Table 12"	"20 mcg/10 mcg"	24	23	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"AMC"	"M45 Table 12"		4	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_MRXLL_CTRR"	2	"AZM"	"M45 Table 12"	"15 mcg"	26		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"AZM"	"M45 Table 12"		0.25		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"CAZ"	"M45 Table 12"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"CEC"	"M45 Table 12"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"CHL"	"M45 Table 12"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"CIP"	"M45 Table 12"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"CLI"	"M45 Table 12"		0.5	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_MRXLL_CTRR"	2	"CLR"	"M45 Table 12"	"15 mcg"	24		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"CLR"	"M45 Table 12"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"CRO"	"M45 Table 12"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"CTX"	"M45 Table 12"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"CXM"	"M45 Table 12"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_MRXLL_CTRR"	2	"ERY"	"M45 Table 12"	"15 mcg"	21		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"ERY"	"M45 Table 12"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"LVX"	"M45 Table 12"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"RIF"	"M45 Table 12"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_MRXLL_CTRR"	2	"SXT"	"M45 Table 12"	"1.25 mcg/23.75 mcg"	13	10	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"SXT"	"M45 Table 12"		0.5	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_MRXLL_CTRR"	2	"TCY"	"M45 Table 12"	"30 mcg"	29	24	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_MRXLL_CTRR"	2	"TCY"	"M45 Table 12"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CAT"	"Table 2F"	"10 mcg"	29		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CAT"	"Table 2F"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CAZ"	"Table 2F"	"30 mcg"	31		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CAZ"	"Table 2F"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CFM"	"Table 2F"	"5 mcg"	31		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CFM"	"Table 2F"		0.25		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CIP"	"Table 2F"	"5 mcg"	41	27	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CIP"	"Table 2F"		0.064	1	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CMZ"	"Table 2F"	"30 mcg"	33	27	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CMZ"	"Table 2F"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CPD"	"Table 2F"	"10 mcg"	29		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CPD"	"Table 2F"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CRO"	"Table 2F"	"30 mcg"	35		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CRO"	"Table 2F"		0.25		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CTT"	"Table 2F"	"30 mcg"	26	19	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CTT"	"Table 2F"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CTX"	"Table 2F"	"30 mcg"	31		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CTX"	"Table 2F"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CXM"	"Table 2F"	"30 mcg"	31	25	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CXM"	"Table 2F"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"CZX"	"Table 2F"	"30 mcg"	38		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"CZX"	"Table 2F"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"ENX"	"Table 2F"	"10 mcg"	36	31	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"ENX"	"Table 2F"		0.5	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"FEP"	"Table 2F"	"30 mcg"	31		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"FEP"	"Table 2F"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"FLE"	"Table 2F"	"5 mcg"	35	28	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"FLE"	"Table 2F"		0.25	1	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"FOX"	"Table 2F"	"30 mcg"	28	23	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"FOX"	"Table 2F"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"GAT"	"Table 2F"	"5 mcg"	38	33	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"GAT"	"Table 2F"		0.125	0.5	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"GRX"	"Table 2F"	"5 mcg"	37	27	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"GRX"	"Table 2F"		0.064	1	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"LOM"	"Table 2F"	"10 mcg"	38	26	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"LOM"	"Table 2F"		0.125	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"OFX"	"Table 2F"	"5 mcg"	31	24	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"OFX"	"Table 2F"		0.25	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"PEN"	"Table 2F"	"10 units"	47	26	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"PEN"	"Table 2F"		0.064	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"SPT"	"Table 2F"	"100 mcg"	18	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"SPT"	"Table 2F"		32	128	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"TCY"	"Table 2F"	"30 mcg"	38	30	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"TCY"	"Table 2F"		0.25	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_GNRR"	2	"TVA"	"Table 2F"	"10 mcg"	34		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_GNRR"	2	"TVA"	"Table 2F"		0.25		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"AMP"	"Table 2I"		0.125	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_MNNG"	2	"AZM"	"Table 2I"	"15 mcg"	20		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"AZM"	"Table 2I"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_MNNG"	2	"CHL"	"Table 2I"	"30 mcg"	26	19	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"CHL"	"Table 2I"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_MNNG"	2	"CIP"	"Table 2I"	"5 mcg"	35	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"CIP"	"Table 2I"		0.032	0.12	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_MNNG"	2	"CRO"	"Table 2I"	"30 mcg"	34		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"CRO"	"Table 2I"		0.125		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_MNNG"	2	"CTX"	"Table 2I"	"30 mcg"	34		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"CTX"	"Table 2I"		0.125		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"LVX"	"Table 2I"		0.032	0.12	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_MNNG"	2	"MEM"	"Table 2I"	"10 mcg"	30		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"MEM"	"Table 2I"		0.25		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_MNNG"	2	"MNO"	"Table 2I"	"30 mcg"	26		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"MNO"	"Table 2I"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_MNNG"	2	"NAL"	"Table 2I"	"30 mcg"	26	25	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"NAL"	"Table 2I"		4	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"PEN"	"Table 2I"		0.064	0.5	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_MNNG"	2	"RIF"	"Table 2I"	"5 mcg"	25	19	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"RIF"	"Table 2I"		0.5	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"SMX"	"Table 2I"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"SOX"	"Table 2I"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"SSS"	"Table 2I"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_NESSR_MNNG"	2	"SXT"	"Table 2I"	"1.25 mcg/23.75 mcg"	30	25	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_NESSR_MNNG"	2	"SXT"	"Table 2I"		0.125	0.5	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PDCCC"	3	"AMP"	"M45 Table 14"		8		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PDCCC"	3	"CHL"	"M45 Table 14"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PDCCC"	3	"GEN"	"M45 Table 14"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PDCCC"	3	"IPM"	"M45 Table 14"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PDCCC"	3	"PEN"	"M45 Table 14"		8		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"AMC"	"M45 Table 2"	"20 mcg/10 mcg"	18	13	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"AMC"	"M45 Table 2"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"AMK"	"M45 Table 2"	"30 mcg"	17	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"AMK"	"M45 Table 2"		16	64	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"ATM"	"M45 Table 2"	"30 mcg"	21	17	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"ATM"	"M45 Table 2"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"CAZ"	"M45 Table 2"	"30 mcg"	21	17	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"CAZ"	"M45 Table 2"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"CHL"	"M45 Table 2"	"30 mcg"	18	12	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"CHL"	"M45 Table 2"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"CIP"	"M45 Table 2"	"5 mcg"	21	15	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"CIP"	"M45 Table 2"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"CRO"	"M45 Table 2"	"30 mcg"	23	19	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"CRO"	"M45 Table 2"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"CTX"	"M45 Table 2"	"30 mcg"	26	22	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"CTX"	"M45 Table 2"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"CXM"	"M45 Table 2"	"30 mcg"	18	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"CXM"	"M45 Table 2"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"CZO"	"M45 Table 2"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"ETP"	"M45 Table 2"	"10 mcg"	19	15	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"ETP"	"M45 Table 2"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"FEP"	"M45 Table 2"	"30 mcg"	18	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"FEP"	"M45 Table 2"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"FOX"	"M45 Table 2"	"30 mcg"	18	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"FOX"	"M45 Table 2"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"GEN"	"M45 Table 2"	"10 mcg"	15	12	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"GEN"	"M45 Table 2"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"IPM"	"M45 Table 2"	"10 mcg"	16	13	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"IPM"	"M45 Table 2"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"LVX"	"M45 Table 2"	"5 mcg"	17	13	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"LVX"	"M45 Table 2"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"MEM"	"M45 Table 2"	"10 mcg"	16	13	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"MEM"	"M45 Table 2"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"SAM"	"M45 Table 2"	"10 mcg"	15	11	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"SAM"	"M45 Table 2"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"SXT"	"M45 Table 2"	"1.25 mcg/23.75 mcg"	16	10	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"SXT"	"M45 Table 2"		2	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"TCY"	"M45 Table 2"	"30 mcg"	15	11	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"TCY"	"M45 Table 2"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PLSMN"	3	"TZP"	"M45 Table 2"	"100 mcg/10 mcg"	21	17	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PLSMN"	3	"TZP"	"M45 Table 2"		16	128	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PRVDN_HMBC"	2	"ENR"	"Vet Table"	"5 mcg"	21	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PRVDN_HMBC"	2	"SPT"	"Unknown"	"100 mcg"	14	10	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"AMK"	"Table 2B-1"	"30 mcg"	17	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"AMK"	"Table 2B-1"		16	64	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"ATM"	"Table 2B-1"	"30 mcg"	22	15	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"ATM"	"Table 2B-1"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"CAZ"	"Table 2B-1"	"30 mcg"	18	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"CAZ"	"Table 2B-1"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"CIP"	"Table 2B-1"	"5 mcg"	21	15	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"CIP"	"Table 2B-1"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"COL"	"Table 2B-1"	"10 mcg"	11	10	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"COL"	"Table 2B-1"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"DOR"	"Table 2B-1"	"10 mcg"	19	15	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"DOR"	"Table 2B-1"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"FEP"	"Table 2B-1"	"30 mcg"	18	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"FEP"	"Table 2B-1"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"GAT"	"Table 2B-1"	"5 mcg"	18	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"GAT"	"Table 2B-1"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"GEN"	"Table 2B-1"	"10 mcg"	15	12	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"GEN"	"Table 2B-1"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"IPM"	"Table 2B-1"	"10 mcg"	19	15	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"IPM"	"Table 2B-1"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"LOM"	"Table 2B-1"	"10 mcg"	22	18	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"LOM"	"Table 2B-1"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"LVX"	"Table 2B-1"	"5 mcg"	17	13	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"LVX"	"Table 2B-1"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"MEM"	"Table 2B-1"	"10 mcg"	19	15	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"MEM"	"Table 2B-1"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"NET"	"Table 2B-1"	"30 mcg"	15	12	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"NET"	"Table 2B-1"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"NOR"	"Table 2B-1"	"10 mcg"	17	12	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"NOR"	"Table 2B-1"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"OFX"	"Table 2B-1"	"5 mcg"	16	12	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"OFX"	"Table 2B-1"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"PIP"	"Table 2B-1"	"100 mcg"	21	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"PIP"	"Table 2B-1"		16	128	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"PLB"	"Table 2B-1"	"300 mcg"	12	11	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_PSDMN_AERG"	2	"PLB"	"Table 2B-1"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_PSDMN_AERG"	2	"TCC"	"Table 2B-1"	"75/10-15 mcg"	24	15	FALSE	FALSE
